OID_	taz	HLTH_COUNT	town	ES_COUNT05	HLTH_COUNT05	HIED_COUNT05	ES_COUNT1	HLTH_COUNT1	HIED_COUNT1	HIED_COUNT	ES_DEN_TAZ	ES_DEN_1	ES_DEN_05	ES_COUNT	HIED_Count5	Shape_Length	Shape_Area	HLTH_COUNT05m	HIED_COUNT05m	ES_COUNT05m	HLTH_COUNT1m	HIED_COUNT1m	ES_COUNT1m	ES_DEN_05m	ES_DEN_1m
949	949		LEXINGTON	0	0	0	6	0	0		0	1.909859317	0	0	2	7616.790982	1952207.995	0	0	0	0	0	6	0	1.909859317
950	950		LEXINGTON	0	0	0	4	0	0		0	1.273239545	0	0	2	7664.118112	2564478.171	0	0	0	0	0	4	0	1.273239545
951	951		LEXINGTON	11	0	0	13	0	0		47.06869364	4.13802852	14.00563499	12	2	4605.44365	660308.4751	0	0	11	0	0	13	14.00563499	4.13802852
952	952		LEXINGTON	0	0	0	14	0	0		0	4.456338407	0	0	3	7619.769367	3120053.006	0	0	0	0	0	14	0	4.456338407
953	953		LEXINGTON	1	0	0	4	0	0		0.684186078	1.273239545	1.273239545	1	1	9249.319765	3785502.501	0	0	1	0	0	4	0.684186078	1.273239545
954	954		LEXINGTON	0	0	0	0	0	0		0	0	0	0	3	8032.930439	2279792.3	0	0	0	0	0	0	0	0
955	955		LEXINGTON	0	0	0	0	0	0		0	0	0	0	1	7031.84696	1383404.481	0	0	0	0	0	0	0	0
956	956		LEXINGTON	0	0	0	0	0	0		0	0	0	0	1	3489.317148	658718.1526	0	0	0	0	0	0	0	0
957	957		LEXINGTON	0	0	0	1	0	0		0	0.318309886	0	0	1	3086.948469	444842.9486	0	0	0	0	0	1	0	0.318309886
958	958		LEXINGTON	0	0	0	1	0	0		0	0.318309886	0	0	1	4103.074733	680180.2603	0	0	0	0	0	1	0	0.318309886
959	959		LEXINGTON	0	0	0	3	0	0		0	0.954929659	0	0	1	4026.111803	936933.6724	0	0	0	0	0	3	0	0.954929659
960	960		LEXINGTON	0	0	0	4	0	0		0	1.273239545	0	0	1	7188.197709	3053704.806	0	0	0	0	0	4	0	1.273239545
961	961		WALTHAM	1	0	0	8	0	1		2.555828918	2.546479089	1.273239545	2	17	8355.539521	2026730.421	0	0	1	0	1	8	1.273239545	2.546479089
962	962		WALTHAM	0	0	1	4	0	1		0	1.273239545	0	0	16	5331.270009	1651839.218	0	1	0	0	1	4	0	1.273239545
963	963		WALTHAM	1	0	1	7	0	1	1	0	2.228169203	1.273239545	0	8	2318.712679	311531.0197	0	1	1	0	1	7	1.273239545	2.228169203
964	964		WALTHAM	1	0	0	8	0	1		1.032045059	2.546479089	1.273239545	1	6	7186.667293	2509568.828	0	0	1	0	1	8	1.032045059	2.546479089
965	965		WALTHAM	2	0	0	8	0	0		3.444160246	2.546479089	2.546479089	2	4	5429.608401	1503988.157	0	0	2	0	0	8	2.546479089	2.546479089
966	966		WALTHAM	3	0	0	7	0	0		1.654496236	2.228169203	3.819718634	1	6	5852.251926	1565423.996	0	0	3	0	0	7	3.819718634	2.228169203
967	967		WALTHAM	6	0	0	9	0	0		15.33298454	2.864788976	7.639437268	4	4	3821.473522	675664.4419	0	0	6	0	0	9	7.639437268	2.864788976
968	968		WALTHAM	0	0	0	10	1	0		0	3.183098862	0	0	5	4565.784846	772999.0534	0	0	0	1	0	10	0	3.183098862
969	969		WALTHAM	1	0	0	11	0	0		0	3.501408748	1.273239545	0	4	5070.70769	914418.7531	0	0	1	0	0	11	1.273239545	3.501408748
970	970		WALTHAM	3	0	0	10	0	0		14.45068373	3.183098862	3.819718634	5	3	5054.821537	896147.2548	0	0	3	0	0	10	3.819718634	3.183098862
971	971		WALTHAM	0	0	0	5	0	0		0.910128128	1.591549431	0	1	5	7933.61471	2845740.1	0	0	1	0	0	5	0.910128128	1.591549431
972	972		WALTHAM	1	0	0	5	1	0		1.586605938	1.591549431	1.273239545	1	6	6563.583094	1632407.927	0	0	1	1	0	5	1.273239545	1.591549431
973	973	1	WALTHAM	8	1	0	13	1	0		17.67763666	4.13802852	10.18591636	7	6	4981.964206	1025584.875	1	0	8	1	0	13	10.18591636	4.13802852
974	974		WALTHAM	4	0	0	11	1	1		13.60397773	3.501408748	5.092958179	7	7	6944.992506	1332692.33	0	0	4	1	1	11	5.092958179	3.501408748
975	975		WALTHAM	5	1	0	12	1	0		3.692397262	3.819718634	6.366197724	1	7	3813.002679	701438.0974	1	0	5	1	0	12	6.366197724	3.819718634
976	976		WALTHAM	1	0	0	15	1	0		0	4.774648293	1.273239545	0	6	5163.740092	1202998.89	0	0	1	1	0	15	1.273239545	4.774648293
977	977		WALTHAM	8	0	0	19	1	0		3.348304783	6.047887837	10.18591636	1	7	4074.203976	773522.2085	0	0	8	1	0	19	10.18591636	6.047887837
978	978		WALTHAM	2	0	0	30	1	0		0	9.549296586	2.546479089	0	7	4548.873616	1085996.208	0	0	2	1	0	30	2.546479089	9.549296586
979	979		WALTHAM	13	1	0	37	1	0		43.29468208	11.77746579	16.55211408	5	11	2796.899761	299111.5751	1	0	13	1	0	37	16.55211408	11.77746579
980	980		WALTHAM	9	0	0	36	1	0		22.54727518	11.4591559	11.4591559	5	11	4203.939459	574346.1437	0	0	9	1	0	36	11.4591559	11.4591559
981	981		WALTHAM	2	0	0	21	1	1		5.569516903	6.68450761	2.546479089	3	9	6552.555655	1395087.665	0	0	2	1	1	21	2.546479089	6.68450761
982	982	1	WALTHAM	2	1	0	20	1	1		28.32889298	6.366197724	2.546479089	5	7	4150.782974	457128.3657	1	0	2	1	1	20	2.546479089	6.366197724
983	983		WALTHAM	0	0	1	15	1	1		2.378644247	4.774648293	0	1	9	5938.93865	1088850.556	0	1	0	1	1	15	0	4.774648293
984	984		WALTHAM	2	0	1	12	1	1	1	0	3.819718634	2.546479089	0	9	2963.46342	464207.5789	0	1	2	1	1	12	2.546479089	3.819718634
985	985		WALTHAM	2	0	0	2	0	1		3.08167976	0.636619772	2.546479089	1	10	4671.246907	840446.8706	0	0	2	0	1	2	2.546479089	0.636619772
986	986		WALTHAM	1	0	1	28	1	1		2.61333436	8.912676813	1.273239545	1	13	5275.923846	991066.4894	0	1	1	1	1	28	1.273239545	8.912676813
987	987		WALTHAM	17	1	0	41	1	1		16.90470179	13.05070533	21.64507226	2	11	2475.009586	306422.2182	1	0	17	1	1	41	21.64507226	13.05070533
988	988		WALTHAM	16	1	0	39	1	1		87.22748295	12.41408556	20.37183272	7	11	1921.417946	207846.3823	1	0	16	1	1	39	20.37183272	12.41408556
989	989		WALTHAM	26	0	0	46	2	0		37.46760065	14.64225476	33.10422816	6	11	3296.4352	414756.4401	0	0	26	2	0	46	33.10422816	14.64225476
990	990		WALTHAM	2	0	0	18	1	1		6.572220478	5.729577951	2.546479089	3	17	5783.220228	1182243.407	0	0	2	1	1	18	2.546479089	5.729577951
991	991		WALTHAM	7	1	0	25	1	1		8.448556474	7.957747155	8.912676813	2	13	4023.782922	613119.6775	1	0	7	1	1	25	8.912676813	7.957747155
992	992	1	WALTHAM	8	1	0	38	1	0		23.62983465	12.09577567	10.18591636	6	12	3596.166029	657640.1778	1	0	8	1	0	38	10.18591636	12.09577567
993	993		WALTHAM	24	0	0	46	1	0		55.98284444	14.64225476	30.55774907	11	11	2990.653426	508903.5667	0	0	24	1	0	46	30.55774907	14.64225476
994	994		WALTHAM	8	1	0	40	1	0		9.493891516	12.73239545	10.18591636	2	11	3244.423622	545611.482	1	0	8	1	0	40	10.18591636	12.73239545
995	995		WALTHAM	28	0	0	42	1	0		107.7516438	13.36901522	35.65070725	13	11	2328.340607	312476.3972	0	0	28	1	0	42	35.65070725	13.36901522
996	996		WALTHAM	13	0	0	36	1	0		7.904957921	11.4591559	16.55211408	1	13	2487.54567	327640.9737	0	0	13	1	0	36	16.55211408	11.4591559
997	997		WALTHAM	18	0	0	39	0	0		29.30842638	12.41408556	22.91831181	4	12	2591.251884	353480.3372	0	0	18	0	0	39	22.91831181	12.41408556
998	998		WALTHAM	2	0	0	32	0	1		0	10.18591636	2.546479089	0	13	4432.828833	680351.8824	0	0	2	0	1	32	2.546479089	10.18591636
999	999		NEWTON	5	0	0	34	2	0		12.26031277	10.82253613	6.366197724	2	35	4284.248246	422499.5167	0	0	5	2	0	34	6.366197724	10.82253613
1000	1000		NEWTON	14	1	0	36	1	0		7.875923058	11.4591559	17.82535363	1	27	2655.720007	328848.8335	1	0	14	1	0	36	17.82535363	11.4591559
1001	1001		NEWTON	10	1	0	40	1	0		34.05928541	12.73239545	12.73239545	7	20	3133.531083	532304.6727	1	0	10	1	0	40	12.73239545	12.73239545
1002	1002	1	NEWTON	16	1	0	37	1	0		43.94901947	11.77746579	20.37183272	8	20	2961.809288	471453.1776	1	0	16	1	0	37	20.37183272	11.77746579
1003	1003		NEWTON	6	0	0	37	2	0		0	11.77746579	7.639437268	0	16	4124.258491	731581.6268	0	0	6	2	0	37	7.639437268	11.77746579
1004	1004		NEWTON	8	0	0	32	2	0		21.08403018	10.18591636	10.18591636	4	17	3612.475097	491364.9028	0	0	8	2	0	32	10.18591636	10.18591636
1005	1005		NEWTON	13	0	0	28	1	0		27.96463029	8.912676813	16.55211408	6	19	3715.193977	555699.4139	0	0	13	1	0	28	16.55211408	8.912676813
1006	1006		NEWTON	1	0	0	34	1	0		0	10.82253613	1.273239545	0	14	4540.238283	970512.8427	0	0	1	1	0	34	1.273239545	10.82253613
1007	1007		NEWTON	8	0	0	19	0	0		15.1283364	6.047887837	10.18591636	4	15	3799.347848	684804.4735	0	0	8	0	0	19	10.18591636	6.047887837
1008	1008		NEWTON	8	0	0	18	0	0		53.60052206	5.729577951	10.18591636	7	15	3654.933378	338241.4215	0	0	8	0	0	18	10.18591636	5.729577951
1009	1009		NEWTON	1	0	0	31	0	0		0	9.867606472	1.273239545	0	14	3378.017587	555247.2116	0	0	1	0	0	31	1.273239545	9.867606472
1010	1010		NEWTON	3	0	1	14	0	1		10.72141112	4.456338407	3.819718634	3	14	3997.171453	724714.7081	0	1	3	0	1	14	3.819718634	4.456338407
1011	1011		NEWTON	1	0	0	18	0	1		0	5.729577951	1.273239545	0	14	4483.251809	974972.7285	0	0	1	0	1	18	1.273239545	5.729577951
1012	1012		NEWTON	3	0	0	9	0	1		4.199910311	2.864788976	3.819718634	2	15	5379.092462	1233354.009	0	0	3	0	1	9	3.819718634	2.864788976
1013	1013		NEWTON	2	0	0	29	0	0		0	9.230986699	2.546479089	0	35	3903.858991	653032.732	0	0	2	0	0	29	2.546479089	9.230986699
1014	1014		NEWTON	0	0	0	18	0	2		0	5.729577951	0	0	34	4252.348304	699051.6275	0	0	0	0	2	18	0	5.729577951
1015	1015		NEWTON	1	0	0	14	0	4		1.681254013	4.456338407	1.273239545	1	34	5154.18158	1540509.697	0	0	1	0	4	14	1.273239545	4.456338407
1016	1016		NEWTON	1	0	1	15	0	3	1	14.45393873	4.774648293	1.273239545	1	34	2367.654357	179189.0887	0	1	1	0	3	15	1.273239545	4.774648293
1017	1017		NEWTON	1	0	1	13	0	3		0	4.13802852	1.273239545	0	34	1671.926154	150856.275	0	1	1	0	3	13	1.273239545	4.13802852
1018	1018		NEWTON	8	0	0	10	0	3		25.66259963	3.183098862	10.18591636	8	33	4520.664276	807396.9583	0	0	8	0	3	10	10.18591636	3.183098862
1019	1019		NEWTON	10	0	0	18	0	2		8.873390591	5.729577951	12.73239545	3	18	3803.982372	875647.7302	0	0	10	0	2	18	12.73239545	5.729577951
1020	1020		NEWTON	2	0	1	16	0	1	1	4.341699096	5.092958179	2.546479089	2	30	4931.012947	1193075.823	0	1	2	0	1	16	2.546479089	5.092958179
1021	1021		NEWTON	4	0	0	24	1	1		6.302102895	7.639437268	5.092958179	2	27	3829.535199	821944.0886	0	0	4	1	1	24	5.092958179	7.639437268
1022	1022		NEWTON	4	0	1	22	0	1		7.480625664	7.002817496	5.092958179	3	22	4659.341702	1038678.405	0	1	4	0	1	22	5.092958179	7.002817496
1023	1023		NEWTON	9	0	0	21	0	0		5.242497208	6.68450761	11.4591559	2	17	4358.335026	988074.1972	0	0	9	0	0	21	11.4591559	6.68450761
1024	1024		NEWTON	4	0	0	16	0	0		9.911810371	5.092958179	5.092958179	6	15	5953.303522	1567819.407	0	0	4	0	0	16	5.092958179	5.092958179
1025	1025		NEWTON	2	0	0	5	1	1		1.581594755	1.591549431	2.546479089	1	16	5879.466353	1637580.108	0	0	2	1	1	5	2.546479089	1.591549431
1026	1026		NEWTON	5	0	0	12	0	1		0	3.819718634	6.366197724	0	15	3953.329535	795854.2841	0	0	5	0	1	12	6.366197724	3.819718634
1027	1027		NEWTON	2	0	1	14	1	1	1	2.442121851	4.456338407	2.546479089	1	15	5614.459438	1060548.272	0	1	2	1	1	14	2.546479089	4.456338407
1028	1028		NEWTON	3	0	1	8	1	1	1	5.437646853	2.546479089	3.819718634	3	15	5540.39158	1428920.366	0	1	3	1	1	8	3.819718634	2.546479089
1029	1029	1	NEWTON	1	1	0	12	3	1		3.037117151	3.819718634	1.273239545	1	15	5073.97677	852778.4677	1	0	1	3	1	12	1.273239545	3.819718634
1030	1030		NEWTON	5	2	0	8	3	0		2.198061515	2.546479089	6.366197724	1	13	5935.255665	1178305.563	2	0	5	3	0	8	6.366197724	2.546479089
1031	1031		NEWTON	1	1	0	11	5	0		0	3.501408748	1.273239545	0	15	4260.116762	1009621.267	1	0	1	5	0	11	1.273239545	3.501408748
1032	1032		NEWTON	3	0	0	17	3	0		0	5.411268065	3.819718634	0	16	4649.416254	748541.855	0	0	3	3	0	17	3.819718634	5.411268065
1033	1033		NEWTON	1	0	0	15	2	0		4.596873046	4.774648293	1.273239545	2	17	4756.434156	1126847.787	0	0	1	2	0	15	1.273239545	4.774648293
1034	1034		NEWTON	6	0	0	20	2	1		12.17173962	6.366197724	7.639437268	6	14	4870.881049	1276722.075	0	0	6	2	1	20	7.639437268	6.366197724
1035	1035		NEWTON	7	0	1	17	0	2		22.92441185	5.411268065	8.912676813	2	23	3168.761734	225958.9582	0	1	7	0	2	17	8.912676813	5.411268065
1036	1036		NEWTON	0	0	1	17	2	1		2.481075795	5.411268065	0	1	17	4668.025198	1043897.214	0	1	0	2	1	17	0	5.411268065
1037	1037		NEWTON	2	0	1	15	0	1	1	2.73770881	4.774648293	2.546479089	1	28	4486.999138	946042.2164	0	1	2	0	1	15	2.546479089	4.774648293
1038	1038		NEWTON	4	0	1	12	0	1		1.973584047	3.819718634	5.092958179	1	35	5948.93281	1312327.242	0	1	4	0	1	12	5.092958179	3.819718634
1039	1039		NEWTON	4	0	0	18	0	2		10.1931745	5.729577951	5.092958179	2	33	3525.372904	508180.8639	0	0	4	0	2	18	5.092958179	5.729577951
1040	1040		NEWTON	10	0	0	13	0	2		23.54849757	4.13802852	12.73239545	4	32	3430.600344	439941.1219	0	0	10	0	2	13	12.73239545	4.13802852
1041	1041		NEWTON	4	0	0	12	0	1		24.72522022	3.819718634	5.092958179	4	28	3423.87016	419003.4447	0	0	4	0	1	12	5.092958179	3.819718634
1042	1042		NEWTON	0	0	0	5	0	1		0	1.591549431	0	0	19	5965.703723	1715186.012	0	0	0	0	1	5	0	1.591549431
1043	1043		NEWTON	2	1	0	10	2	1		0	3.183098862	2.546479089	0	13	4388.836825	990083.5135	1	0	2	2	1	10	2.546479089	3.183098862
1044	1044	1	NEWTON	8	2	0	16	2	0		19.89851665	5.092958179	10.18591636	2	13	2815.223941	260319.7169	2	0	8	2	0	16	10.18591636	5.092958179
1045	1045	1	NEWTON	10	1	0	19	2	0		11.85718748	6.047887837	12.73239545	5	15	4871.839244	1092159.551	1	0	10	2	0	19	12.73239545	6.047887837
1046	1046		NEWTON	7	0	0	19	2	0		19.8805015	6.047887837	8.912676813	3	14	2777.457416	390833.4169	0	0	7	2	0	19	8.912676813	6.047887837
1047	1047		NEWTON	0	0	0	11	1	1		0	3.501408748	0	0	12	6655.060019	2159303.13	0	0	0	1	1	11	0	3.501408748
1048	1048		NEWTON	0	0	0	6	0	0		1.998961263	1.909859317	0	1	20	5246.032265	1295666.984	0	0	0	0	0	6	0	1.909859317
1049	1049		NEWTON	0	0	1	2	0	1	1	0	0.636619772	0	0	12	4054.608691	926010.3737	0	1	0	0	1	2	0	0.636619772
1050	1050		NEWTON	1	0	0	1	0	1		3.966749632	0.318309886	1.273239545	1	12	3642.459088	652924.5227	0	0	1	0	1	1	1.273239545	0.318309886
1051	1051		NEWTON	1	0	0	1	0	0		0	0.318309886	1.273239545	0	16	7852.904657	1995087.029	0	0	1	0	0	1	1.273239545	0.318309886
1052	1052		DEDHAM	1	0	0	1	0	0		0.367417211	0.318309886	1.273239545	1	6	14190.83456	7049174.699	0	0	1	0	0	1	0.367417211	0.318309886
1053	1053		DEDHAM	0	0	0	4	0	0		0	1.273239545	0	0	9	8239.753724	2271922.918	0	0	0	0	0	4	0	1.273239545
1054	1054		DEDHAM	1	0	0	15	1	0		1.721510211	4.774648293	1.273239545	1	5	6602.882405	1504486.057	0	0	1	1	0	15	1.273239545	4.774648293
1055	1055	1	DEDHAM	1	1	0	17	2	0		5.67273989	5.411268065	1.273239545	8	3	9801.172146	3652539.211	1	0	8	2	0	17	5.67273989	5.411268065
1056	1056	1	DEDHAM	6	1	0	21	1	0		12.5548489	6.68450761	7.639437268	4	4	4098.033049	825175.398	1	0	6	1	0	21	7.639437268	6.68450761
1057	1057	2	DEDHAM	8	2	0	15	2	0		25.081383	4.774648293	10.18591636	4	3	4186.2068	413053.4764	2	0	8	2	0	15	10.18591636	4.774648293
1058	1058		DEDHAM	12	0	0	25	2	0		85.93190123	7.957747155	15.27887454	4	3	1808.245791	120560.0283	0	0	12	2	0	25	15.27887454	7.957747155
1059	1059		DEDHAM	5	0	0	25	1	0		14.3438389	7.957747155	6.366197724	6	3	7061.443624	1083387.005	0	0	5	1	0	25	6.366197724	7.957747155
1060	1060		DEDHAM	3	0	0	17	1	0		1.799875471	5.411268065	3.819718634	1	4	6401.651496	1438981.836	0	0	3	1	0	17	3.819718634	5.411268065
1061	1061		DEDHAM	8	1	0	15	2	0		13.57969629	4.774648293	10.18591636	4	3	3624.804538	762900.1577	1	0	8	2	0	15	10.18591636	4.774648293
1062	1062		DEDHAM	13	1	0	23	2	0		32.30848865	7.321127382	16.55211408	3	3	2913.634614	240492.9681	1	0	13	2	0	23	16.55211408	7.321127382
1063	1063		DEDHAM	7	0	0	23	2	0		0	7.321127382	8.912676813	0	3	4280.970247	945016.2425	0	0	7	2	0	23	8.912676813	7.321127382
1064	1064		DEDHAM	3	0	0	14	2	0		0	4.456338407	3.819718634	0	5	2004.452813	225688.5096	0	0	3	2	0	14	3.819718634	4.456338407
1065	1065		DEDHAM	4	0	0	24	2	0		8.850489484	7.639437268	5.092958179	3	3	3931.69721	877913.5148	0	0	4	2	0	24	5.092958179	7.639437268
1066	1066		DEDHAM	2	0	0	9	0	0		0	2.864788976	2.546479089	0	5	5010.692888	1167922.36	0	0	2	0	0	9	2.546479089	2.864788976
1067	1067		DEDHAM	0	0	0	2	1	0		0.842957333	0.636619772	0	1	4	10370.95812	3072502.021	0	0	1	1	0	2	0.842957333	0.636619772
1068	1068		DEDHAM	0	0	0	5	0	0		0	1.591549431	0	0	4	6857.587612	2018209.068	0	0	0	0	0	5	0	1.591549431
1069	1069		MILTON	0	0	0	5	0	1	1	0.559833684	1.591549431	0	1	4	9192.577908	4626352.759	0	1	1	0	1	5	0.559833684	1.591549431
1070	1070		MILTON	0	0	0	1	0	0		0.264050638	0.318309886	0	1	6	16528.26572	9808679.617	0	0	1	0	0	1	0.264050638	0.264050638
1071	1071		MILTON	0	0	0	2	0	1		0.68076768	0.636619772	0	1	6	9564.570761	3804510.977	0	0	1	0	1	2	0.68076768	0.636619772
1072	1072		MILTON	0	0	0	22	2	0		5.168524757	7.002817496	0	2	9	4885.716748	1002215.615	0	0	0	2	0	22	0	7.002817496
1073	1073		MILTON	0	0	0	6	1	0		0	1.909859317	0	0	8	7513.081555	3076766.736	0	0	0	1	0	6	0	1.909859317
1074	1074		MILTON	6	1	0	11	1	0		10.98843341	3.501408748	7.639437268	3	8	3862.019812	707103.9191	1	0	6	1	0	11	7.639437268	3.501408748
1075	1075		MILTON	2	0	0	36	2	0		0	11.4591559	2.546479089	0	11	5555.806314	1551917.122	0	0	2	2	0	36	2.546479089	11.4591559
1076	1076		MILTON	8	0	0	23	1	1		14.4860248	7.321127382	10.18591636	3	10	3503.902585	536376.5723	0	0	8	1	1	23	10.18591636	7.321127382
1077	1077	1	MILTON	0	0	0	6	1	0		2.036866275	1.909859317	0	3	9	8799.259258	3814665.904	1	0	3	1	0	6	2.036866275	1.909859317
1078	1078		MILTON	0	0	1	20	0	1	1	4.271913677	6.366197724	0	4	8	12061.33235	2425131.504	0	1	4	0	1	20	4.271913677	6.366197724
1079	1079		MILTON	1	0	0	12	0	1		2.003347014	3.819718634	1.273239545	1	7	5513.200542	1292830.494	0	0	1	0	1	12	1.273239545	3.819718634
1080	1080		MILTON	10	0	0	23	4	1		18.39168905	7.321127382	12.73239545	11	7	8351.001509	1549062.141	0	0	10	4	1	23	12.73239545	7.321127382
1081	1081		QUINCY	2	0	0	6	0	0		3.663544599	1.909859317	2.546479089	4	7	7330.259594	2827849.413	0	0	4	0	0	6	3.663544599	1.909859317
1082	1082		QUINCY	0	0	0	1	0	0		0.227484113	0.318309886	0	1	7	17997.01248	11385358.17	0	0	1	0	0	1	0.227484113	0.227484113
1083	1083		QUINCY	2	0	0	12	0	0		5.520105387	3.819718634	2.546479089	2	4	5094.233209	938383.5738	0	0	2	0	0	12	2.546479089	3.819718634
1084	1084		QUINCY	4	0	0	15	1	0		6.15594455	4.774648293	5.092958179	1	5	3581.502937	420729.6036	0	0	4	1	0	15	5.092958179	4.774648293
1085	1085		QUINCY	3	0	0	28	1	1		5.66813051	8.912676813	3.819718634	1	4	3323.054828	456938.6866	0	0	3	1	1	28	3.819718634	8.912676813
1086	1086		QUINCY	7	0	0	31	1	1		0	9.867606472	8.912676813	0	4	2906.975035	282652.9358	0	0	7	1	1	31	8.912676813	9.867606472
1087	1087		QUINCY	4	0	0	8	0	0		14.76454959	2.546479089	5.092958179	4	7	4098.97708	701677.5131	0	0	4	0	0	8	5.092958179	2.546479089
1088	1088		QUINCY	1	0	0	40	2	2		0	12.73239545	1.273239545	0	6	5042.7713	1044912.838	0	0	1	2	2	40	1.273239545	12.73239545
1089	1089		QUINCY	30	2	2	51	3	2		65.11330955	16.2338042	38.19718634	5	5	2171.730945	198883.1568	2	2	30	3	2	51	38.19718634	16.2338042
1090	1090		QUINCY	26	1	2	45	3	2		0	14.32394488	33.10422816	0	6	3039.996695	442122.1257	1	2	26	3	2	45	33.10422816	14.32394488
1091	1091		QUINCY	1	0	0	46	2	2		2.951009254	14.64225476	1.273239545	1	6	4291.241256	877661.8057	0	0	1	2	2	46	1.273239545	14.64225476
1092	1092		QUINCY	3	0	0	26	0	0		6.478201219	8.276057041	3.819718634	2	7	4631.544173	799601.0074	0	0	3	0	0	26	3.819718634	8.276057041
1093	1093		QUINCY	11	0	0	34	4	1		17.99941594	10.82253613	14.00563499	5	6	4266.802052	719464.4869	0	0	11	4	1	34	14.00563499	10.82253613
1094	1094		QUINCY	8	0	0	49	6	0		0	15.59718442	10.18591636	0	7	3069.936228	541582.4212	0	0	8	6	0	49	10.18591636	15.59718442
1095	1095		QUINCY	25	4	0	41	6	1		88.6942868	13.05070533	31.83098862	7	6	1904.446438	204409.0711	4	0	25	6	1	41	31.83098862	13.05070533
1096	1096	2	QUINCY	19	6	0	38	6	1		61.89815302	12.09577567	24.19155135	5	7	1945.095079	209213.6828	6	0	19	6	1	38	24.19155135	12.09577567
1097	1097		QUINCY	6	2	0	46	6	0		3.97931937	14.64225476	7.639437268	1	7	3898.770151	650862.087	2	0	6	6	0	46	7.639437268	14.64225476
1098	1098	2	QUINCY	6	2	0	42	6	0		30.39969502	13.36901522	7.639437268	5	9	2933.232746	425989.1601	2	0	6	6	0	42	7.639437268	13.36901522
1099	1099		QUINCY	8	2	0	27	7	0		3.574873221	8.594366927	10.18591636	1	9	6105.08399	724497.8913	2	0	8	7	0	27	10.18591636	8.594366927
1100	1100		QUINCY	0	0	0	9	1	0		0	2.864788976	0	0	28	8321.179342	1321863.261	0	0	0	1	0	9	0	2.864788976
1101	1101		QUINCY	1	0	0	1	0	0		2.519358618	0.318309886	1.273239545	2	14	15564.32182	2056069.423	0	0	2	0	0	1	2.519358618	0.318309886
1102	1102		QUINCY	2	0	0	13	1	0		0	4.13802852	2.546479089	0	17	4556.17692	560000.859	0	0	2	1	0	13	2.546479089	4.13802852
1103	1103		QUINCY	4	0	0	26	7	0		6.001071042	8.276057041	5.092958179	1	11	2758.957003	431587.6437	0	0	4	7	0	26	5.092958179	8.276057041
1104	1104		QUINCY	16	6	0	36	6	1		17.26879625	11.4591559	20.37183272	2	8	2413.536414	299961.627	6	0	16	6	1	36	20.37183272	11.4591559
1105	1105		QUINCY	3	0	0	23	6	1		4.477378563	7.321127382	3.819718634	1	7	3381.603698	578460.8279	0	0	3	6	1	23	3.819718634	7.321127382
1106	1106	4	QUINCY	20	6	0	38	6	1		66.00468751	12.09577567	25.46479089	10	7	2708.761187	392394.5719	6	0	20	6	1	38	25.46479089	12.09577567
1107	1107		QUINCY	4	0	1	36	6	1		4.596680355	11.4591559	5.092958179	1	6	3454.634206	563447.5122	0	1	4	6	1	36	5.092958179	11.4591559
1108	1108	2	QUINCY	27	4	0	37	6	1		136.6594973	11.77746579	34.37746771	11	6	2129.387174	208473.3939	4	0	27	6	1	37	34.37746771	11.77746579
1109	1109		QUINCY	9	0	1	31	4	1		13.64808676	9.867606472	11.4591559	5	6	6540.604838	948846.5878	0	1	9	4	1	31	11.4591559	9.867606472
1110	1110		QUINCY	0	0	1	17	0	1	1	0	5.411268065	0	0	6	7100.051591	1105320.21	0	1	0	0	1	17	0	5.411268065
1111	1111		QUINCY	13	0	0	45	6	2		33.18335908	14.32394488	16.55211408	7	6	4452.728913	546355.6817	0	0	13	6	2	45	16.55211408	14.32394488
1112	1112		QUINCY	15	1	1	56	3	2		50.14502491	17.82535363	19.09859317	2	6	1575.407559	103299.9032	1	1	15	3	2	56	19.09859317	17.82535363
1113	1113		QUINCY	15	1	1	53	4	3		7.145747982	16.87042397	19.09859317	1	6	2514.802351	362451.6449	1	1	15	4	3	53	19.09859317	16.87042397
1114	1114	1	QUINCY	31	2	2	45	4	2	1	82.05490775	14.32394488	39.47042589	7	6	2196.684358	220948.5973	2	2	31	4	2	45	39.47042589	14.32394488
1115	1115		QUINCY	29	2	2	50	4	2		433.1818895	15.91549431	36.9239468	7	6	919.5226069	41852.89647	2	2	29	4	2	50	36.9239468	15.91549431
1116	1116		QUINCY	35	3	2	52	5	2	1	188.0222644	16.55211408	44.56338407	13	6	1851.187846	179073.7153	3	2	35	5	2	52	44.56338407	16.55211408
1117	1117	1	QUINCY	19	3	1	54	5	2		43.17740167	17.18873385	24.19155135	5	6	2424.1376	299924.0355	3	1	19	5	2	54	24.19155135	17.18873385
1118	1118	1	QUINCY	33	2	2	51	4	2	1	245.4584402	16.2338042	42.01690498	11	5	1596.793054	116067.9958	2	2	33	4	2	51	42.01690498	16.2338042
1119	1119		QUINCY	7	0	0	33	1	1		28.64182376	10.50422624	8.912676813	5	4	3797.164323	452133.9375	0	0	7	1	1	33	8.912676813	10.50422624
1120	1120	1	QUINCY	11	1	0	51	2	2		21.1279825	16.2338042	14.00563499	7	4	3787.59404	858099.7628	1	0	11	2	2	51	14.00563499	16.2338042
1121	1121		QUINCY	24	1	1	58	5	2		34.39375287	18.4619734	30.55774907	8	4	3185.376468	602432.2197	1	1	24	5	2	58	30.55774907	18.4619734
