OID_	taz	HLTH_COUNT	town	ES_COUNT05	HLTH_COUNT05	HIED_COUNT05	ES_COUNT1	HLTH_COUNT1	HIED_COUNT1	HIED_COUNT	ES_DEN_TAZ	ES_DEN_1	ES_DEN_05	ES_COUNT	HIED_Count5	Shape_Length	Shape_Area	HLTH_COUNT05m	HIED_COUNT05m	ES_COUNT05m	HLTH_COUNT1m	HIED_COUNT1m	ES_COUNT1m	ES_DEN_05m	ES_DEN_1m
159	159		BOSTON	0	0	0	11	0	0		0	3.501408748	0	0	32	2966.679487	388390.2751	0	0	0	0	0	11	0	3.501408748
160	160		BOSTON	2	0	0	11	0	0		8.931160235	3.501408748	2.546479089	2	32	8176.720657	579989.171	0	0	2	0	0	11	2.546479089	3.501408748
161	161		BOSTON	10	0	0	40	3	0		23.28456051	12.73239545	12.73239545	2	33	1952.9412	222463.9893	0	0	10	3	0	40	12.73239545	12.73239545
162	162		BOSTON	9	0	0	30	2	0		0	9.549296586	11.4591559	0	33	2091.112434	260185.3511	0	0	9	2	0	30	11.4591559	9.549296586
163	163		BOSTON	19	2	0	59	3	0		111.6665277	18.78028328	24.19155135	9	39	2125.144837	208745.5702	2	0	19	3	0	59	24.19155135	18.78028328
164	164		BOSTON	18	1	0	45	2	0		25.87244085	14.32394488	22.91831181	2	38	2003.313588	200212.1196	1	0	18	2	0	45	22.91831181	14.32394488
165	165		BOSTON	13	0	0	41	3	0		22.66746459	13.05070533	16.55211408	3	38	3149.732357	342780.4773	0	0	13	3	0	41	16.55211408	13.05070533
166	166		BOSTON	24	2	0	60	3	0		0	19.09859317	30.55774907	0	41	1560.676464	115978.4086	2	0	24	3	0	60	30.55774907	19.09859317
167	167		BOSTON	7	0	0	82	4	0		3.886854543	26.10141067	8.912676813	1	40	4055.821588	666345.5197	0	0	7	4	0	82	8.912676813	26.10141067
168	168		BOSTON	23	0	0	91	2	1		0	28.96619964	29.28450953	0	41	6744.002738	230214.8068	0	0	23	2	1	91	29.28450953	28.96619964
169	169		BOSTON	26	0	0	79	1	0		58.15969194	25.14648101	33.10422816	4	41	1716.145993	178129.4243	0	0	26	1	0	79	33.10422816	25.14648101
170	170		BOSTON	42	1	0	105	3	2		221.9325167	33.42253805	53.47606088	8	41	1201.727326	93361.28475	1	0	42	3	2	105	53.47606088	33.42253805
171	171	1	BOSTON	51	1	0	105	3	2		456.7201278	33.42253805	64.93521678	16	42	1267.418909	90733.48697	1	0	51	3	2	105	64.93521678	33.42253805
172	172		BOSTON	46	1	0	137	4	2		206.7792341	43.60845441	58.56901906	13	42	3073.497171	162829.9166	1	0	46	4	2	137	58.56901906	43.60845441
173	173		BOSTON	64	1	0	94	4	1		252.425205	29.9211293	81.48733086	22	42	3291.194868	225729.1954	1	0	64	4	1	94	81.48733086	29.9211293
174	174	1	BOSTON	68	1	0	85	1	1		208.3431798	27.05634033	86.58028904	7	42	1218.274307	87019.48768	1	0	68	1	1	85	86.58028904	27.05634033
175	175		BOSTON	34	0	0	126	4	1		52.12315961	40.10704566	43.29014452	7	41	2846.664014	347828.4299	0	0	34	4	1	126	43.29014452	40.10704566
176	176		BOSTON	11	0	0	90	2	0		0	28.64788976	14.00563499	0	35	3235.229866	276921.5953	0	0	11	2	0	90	14.00563499	28.64788976
177	177		BOSTON	60	1	0	101	1	1		215.453958	32.1492985	76.39437268	13	41	1613.062184	156273.9703	1	0	60	1	1	101	76.39437268	32.1492985
178	178		BOSTON	45	0	0	114	1	0		185.3105785	36.28732702	57.29577951	11	41	1611.69631	153741.1919	0	0	45	1	0	114	57.29577951	36.28732702
179	179		BOSTON	25	0	0	113	1	0		123.5821076	35.96901714	31.83098862	8	40	1935.228839	167661.0416	0	0	25	1	0	113	31.83098862	35.96901714
180	180		BOSTON	65	1	0	88	1	0		201.1836373	28.01126998	82.76057041	20	42	2277.760867	257475.0258	1	0	65	1	0	88	82.76057041	28.01126998
181	181		BOSTON	53	1	0	83	1	0		117.3754575	26.41972055	67.48169587	6	41	1476.466362	132395.0423	1	0	53	1	0	83	67.48169587	26.41972055
182	182		BOSTON	17	0	0	83	1	0		2.312793447	26.41972055	21.64507226	1	36	5895.340691	1119852.754	0	0	17	1	0	83	21.64507226	26.41972055
183	183		BOSTON	15	0	0	78	1	0		15.34959946	24.82817112	19.09859317	2	41	2897.384159	337466.5399	0	0	15	1	0	78	19.09859317	24.82817112
184	184		BOSTON	1	0	0	12	0	0		4.398443732	3.819718634	1.273239545	1	33	3846.282162	588841.9332	0	0	1	0	0	12	1.273239545	3.819718634
185	185		BOSTON	0	0	0	1	0	0		0	0.318309886	0	0	27	17349.9369	4870561.646	0	0	0	0	0	1	0	0.318309886
186	186		BOSTON	3	0	0	34	0	0		25.17738064	10.82253613	3.819718634	5	25	4635.41331	514348.2055	0	0	3	0	0	34	3.819718634	10.82253613
187	187		BOSTON	7	0	0	39	0	0		7.723367212	12.41408556	8.912676813	2	21	5072.228381	670688.8431	0	0	7	0	0	39	8.912676813	12.41408556
188	188		BOSTON	9	0	0	28	0	0		66.32175441	8.912676813	11.4591559	7	19	2751.648954	273363.0455	0	0	9	0	0	28	11.4591559	8.912676813
189	189		BOSTON	8	0	0	33	0	0		14.32227749	10.50422624	10.18591636	2	17	2849.650952	361672.6618	0	0	8	0	0	33	10.18591636	10.50422624
190	190		BOSTON	8	0	0	34	0	0		0	10.82253613	10.18591636	0	16	3360.769141	425127.233	0	0	8	0	0	34	10.18591636	10.82253613
191	191		BOSTON	9	0	0	31	0	0		8.700648454	9.867606472	11.4591559	4	16	7690.138074	1190710.382	0	0	9	0	0	31	11.4591559	9.867606472
192	192		BOSTON	20	2	1	136	10	6		0	43.29014452	25.46479089	0	44	2521.530741	143703.4485	2	1	20	10	6	136	25.46479089	43.29014452
193	193		BOSTON	6	2	1	123	6	5	1	0	39.152116	7.639437268	0	44	3991.096664	225759.5394	2	1	6	6	5	123	7.639437268	39.152116
194	194		BOSTON	2	1	1	109	5	1		0	34.69577759	2.546479089	0	44	2894.303239	170072.7743	1	1	2	5	1	109	2.546479089	34.69577759
195	195		BOSTON	5	1	0	72	2	2		6.279001002	22.91831181	6.366197724	1	42	4115.313373	412484.1053	1	0	5	2	2	72	6.366197724	22.91831181
196	196	1	BOSTON	11	2	1	54	4	3		43.21399682	17.18873385	14.00563499	4	43	2198.731554	239736.0393	2	1	11	4	3	54	14.00563499	17.18873385
197	197		BOSTON	13	2	1	69	7	5		56.52770982	21.96338215	16.55211408	6	44	2162.55995	274908.1594	2	1	13	7	5	69	16.55211408	21.96338215
198	198		BOSTON	13	1	3	102	9	6		39.54666662	32.46760839	16.55211408	4	44	2135.377203	261967.7795	1	3	13	9	6	102	16.55211408	32.46760839
199	199		BOSTON	15	1	2	53	8	4		177.440146	16.87042397	19.09859317	8	44	1659.549121	116771.2344	1	2	15	8	4	53	19.09859317	16.87042397
200	200	1	BOSTON	17	2	1	37	3	4		78.68374885	11.77746579	21.64507226	5	43	1809.588934	164582.1499	2	1	17	3	4	37	21.64507226	11.77746579
201	201		BOSTON	17	1	1	37	3	5		32.74564032	11.77746579	21.64507226	4	43	2393.704095	316376.5418	1	1	17	3	5	37	21.64507226	11.77746579
202	202		BOSTON	7	0	0	43	3	4		17.52265415	13.68732511	8.912676813	2	42	3830.775874	295615.9596	0	0	7	3	4	43	8.912676813	13.68732511
203	203		BOSTON	12	1	3	64	8	4	1	23.14470714	20.37183272	15.27887454	2	44	2055.996001	223808.2422	1	3	12	8	4	64	15.27887454	20.37183272
204	204		BOSTON	10	0	1	58	4	4		28.45314884	18.4619734	12.73239545	2	43	1960.549165	182052.8283	0	1	10	4	4	58	12.73239545	18.4619734
205	205		BOSTON	13	0	0	65	3	4		21.57760054	20.6901426	16.55211408	2	42	2203.466973	240062.6618	0	0	13	3	4	65	16.55211408	20.6901426
206	206		BOSTON	8	1	0	41	2	2		0	13.05070533	10.18591636	0	42	3185.785103	216320.2326	1	0	8	2	2	41	10.18591636	13.05070533
207	207		BOSTON	12	0	0	32	1	2		20.2376079	10.18591636	15.27887454	4	38	2875.93362	511915.8594	0	0	12	1	2	32	15.27887454	10.18591636
208	208		BOSTON	10	0	2	28	1	3		37.63136577	8.912676813	12.73239545	7	37	3205.169741	481776.7413	0	2	10	1	3	28	12.73239545	8.912676813
209	209		BOSTON	5	0	2	35	1	3	2	0	11.14084602	6.366197724	0	36	3360.023475	633145.8987	0	2	5	1	3	35	6.366197724	11.14084602
210	210		BOSTON	1	0	2	30	0	3	1	0	9.549296586	1.273239545	0	36	3142.257263	616597.6883	0	2	1	0	3	30	1.273239545	9.549296586
211	211		BOSTON	6	0	0	29	0	3		15.93194882	9.230986699	7.639437268	3	41	3611.868385	487697.0432	0	0	6	0	3	29	7.639437268	9.230986699
212	212		BOSTON	12	0	0	45	3	2		24.46426857	14.32394488	15.27887454	3	47	2353.854686	317604.604	0	0	12	3	2	45	15.27887454	14.32394488
213	213		BOSTON	20	0	2	43	2	2		76.53963559	13.68732511	25.46479089	10	44	2627.588941	338385.2158	0	2	20	2	2	43	25.46479089	13.68732511
214	214		BOSTON	19	0	2	47	1	2		60.28698186	14.96056465	24.19155135	4	47	2035.679641	171843.9391	0	2	19	1	2	47	24.19155135	14.96056465
215	215		BOSTON	14	0	2	47	1	3		26.34356544	14.96056465	17.82535363	3	46	2502.283943	294947.3316	0	2	14	1	3	47	17.82535363	14.96056465
216	216		BOSTON	20	1	0	63	2	2		67.73864857	20.05352283	25.46479089	6	47	2105.982685	229410.0781	1	0	20	2	2	63	25.46479089	20.05352283
217	217		BOSTON	20	0	0	47	1	3		140.8469655	14.96056465	25.46479089	5	46	1380.296935	91943.34084	0	0	20	1	3	47	25.46479089	14.96056465
218	218		BOSTON	19	1	0	56	2	3		56.34565564	17.82535363	24.19155135	5	47	2070.327107	229830.3286	1	0	19	2	3	56	24.19155135	17.82535363
219	219		BOSTON	11	0	0	38	1	3		76.8949738	12.09577567	14.00563499	3	44	1393.631249	101046.4527	0	0	11	1	3	38	14.00563499	12.09577567
220	220		BOSTON	15	0	0	40	1	3		45.63757027	12.73239545	19.09859317	4	44	2282.410494	227004.908	0	0	15	1	3	40	19.09859317	12.73239545
221	221		BOSTON	13	0	0	71	2	1		86.00122358	22.60000192	16.55211408	3	45	1264.273157	90347.13702	0	0	13	2	1	71	16.55211408	22.60000192
222	222		BOSTON	10	1	0	50	4	0		6.017010144	15.91549431	12.73239545	1	46	4476.01736	430444.3649	1	0	10	4	0	50	12.73239545	15.91549431
223	223		BOSTON	19	2	0	86	6	0		7.022993519	27.37465021	24.19155135	1	47	3122.301508	368786.9145	2	0	19	6	0	86	24.19155135	27.37465021
224	224		BOSTON	11	1	0	72	6	1		53.47738366	22.91831181	14.00563499	4	48	2755.791602	193725.8656	1	0	11	6	1	72	14.00563499	22.91831181
225	225		BOSTON	15	1	0	86	6	2		7.588207357	27.37465021	19.09859317	1	48	2588.445354	341317.5192	1	0	15	6	2	86	19.09859317	27.37465021
226	226	1	BOSTON	17	1	0	70	4	2		82.39480038	22.28169203	21.64507226	5	47	1785.686496	157169.3904	1	0	17	4	2	70	21.64507226	22.28169203
227	227		BOSTON	26	2	0	94	5	1		23.22845084	29.9211293	33.10422816	2	48	2109.538848	223001.364	2	0	26	5	1	94	33.10422816	29.9211293
228	228	1	BOSTON	25	1	0	88	3	3		37.33225347	28.01126998	31.83098862	2	48	1479.585492	138753.3765	1	0	25	3	3	88	31.83098862	28.01126998
229	229		BOSTON	26	2	0	83	2	1		56.2041818	26.41972055	33.10422816	4	48	1749.693149	184327.0751	2	0	26	2	1	83	33.10422816	26.41972055
230	230	1	BOSTON	44	1	0	99	6	1		137.9590481	31.51267873	56.02253997	10	47	1883.054675	187736.0091	1	0	44	6	1	99	56.02253997	31.51267873
231	231		BOSTON	22	2	0	97	4	1		141.1197986	30.87605896	28.01126998	6	47	1616.493855	110118.6993	2	0	22	4	1	97	28.01126998	30.87605896
232	232		BOSTON	21	1	1	110	5	1		59.64312878	35.01408748	26.73803044	4	48	1940.073261	173699.0103	1	1	21	5	1	110	26.73803044	35.01408748
233	233		BOSTON	42	1	0	104	6	1		166.4435423	33.10422816	53.47606088	6	47	1380.017276	93364.56342	1	0	42	6	1	104	53.47606088	33.10422816
234	234		BOSTON	42	1	0	111	7	1		429.9235675	35.33239737	53.47606088	9	47	1371.958207	54218.69084	1	0	42	7	1	111	53.47606088	35.33239737
235	235		BOSTON	43	1	0	113	8	1		238.6606951	35.96901714	54.74930042	11	46	1451.671015	119373.9472	1	0	43	8	1	113	54.74930042	35.96901714
236	236		BOSTON	49	2	0	102	7	1		335.1575074	32.46760839	62.38873769	14	47	1504.51222	108187.4425	2	0	49	7	1	102	62.38873769	32.46760839
237	237		BOSTON	38	1	0	100	5	1		495.3353932	31.83098862	48.3831027	11	47	1912.611712	57516.32047	1	0	38	5	1	100	48.3831027	31.83098862
238	238		BOSTON	7	1	2	44	6	8		8.712617725	14.00563499	8.912676813	2	48	3365.36833	594537.3003	1	2	7	6	8	44	8.912676813	14.00563499
239	239	2	BOSTON	12	3	0	58	5	2		29.7215404	18.4619734	15.27887454	5	47	3631.126981	435708.9295	3	0	12	5	2	58	15.27887454	18.4619734
240	240	1	BOSTON	16	3	0	77	6	0		54.36874148	24.50986124	20.37183272	5	47	2106.853586	238187.2414	3	0	16	6	0	77	20.37183272	24.50986124
241	241		BOSTON	23	3	0	77	7	1		76.4264819	24.50986124	29.28450953	5	47	1905.743308	169443.107	3	0	23	7	1	77	29.28450953	24.50986124
242	242	1	BOSTON	22	2	0	76	6	2		50.51769773	24.19155135	28.01126998	5	47	2300.672268	256344.6304	2	0	22	6	2	76	28.01126998	24.19155135
243	243		BOSTON	19	1	0	83	5	2		31.9072763	26.41972055	24.19155135	4	46	2691.585743	324689.3387	1	0	19	5	2	83	24.19155135	26.41972055
244	244		BOSTON	9	0	2	68	7	7	1	25.72726193	21.64507226	11.4591559	4	47	2830.630139	402683.8328	0	2	9	7	7	68	11.4591559	21.64507226
245	245		BOSTON	11	0	1	82	4	4		6.875594172	26.10141067	14.00563499	1	46	2827.86871	376692.9876	0	1	11	4	4	82	14.00563499	26.10141067
246	246		BOSTON	18	1	0	92	5	2		4.356039156	29.28450953	22.91831181	1	47	4683.567802	594574.1113	1	0	18	5	2	92	22.91831181	29.28450953
247	247		BOSTON	41	2	0	85	6	1		114.5108489	27.05634033	52.20282133	7	47	1887.042036	158324.8831	2	0	41	6	1	85	52.20282133	27.05634033
248	248		BOSTON	51	2	0	92	7	1		290.9217489	29.28450953	64.93521678	13	46	1570.671163	115735.0578	2	0	51	7	1	92	64.93521678	29.28450953
249	249		BOSTON	43	1	0	102	7	1		80.49596817	32.46760839	54.74930042	5	47	1712.556611	160876.8842	1	0	43	7	1	102	54.74930042	32.46760839
250	250	1	BOSTON	31	1	0	103	5	1		240.0321904	32.78591828	39.47042589	10	47	1316.735279	107901.6988	1	0	31	5	1	103	39.47042589	32.78591828
251	251		BOSTON	14	1	0	91	6	1		27.24323698	28.96619964	17.82535363	1	48	1632.212345	95069.02987	1	0	14	6	1	91	17.82535363	28.96619964
252	252		BOSTON	16	1	0	97	5	1		70.34426026	30.87605896	20.37183272	2	48	1097.239725	73637.51075	1	0	16	5	1	97	20.37183272	30.87605896
253	253		BOSTON	9	1	1	87	11	5		15.10431434	27.6929601	11.4591559	1	48	1838.337374	171473.3984	1	1	9	11	5	87	11.4591559	27.6929601
254	254		BOSTON	14	1	1	70	8	6		0	22.28169203	17.82535363	0	48	1570.845351	127479.2847	1	1	14	8	6	70	17.82535363	22.28169203
255	255		BOSTON	17	3	1	66	9	11	1	0	21.00845249	21.64507226	0	48	841.4680557	39953.54389	3	1	17	9	11	66	21.64507226	21.00845249
256	256		BOSTON	10	2	2	65	6	10		0	20.6901426	12.73239545	0	46	1797.732333	196348.7026	2	2	10	6	10	65	12.73239545	20.6901426
257	257	1	BOSTON	11	1	3	79	6	10		33.33569374	25.14648101	14.00563499	2	46	1754.612176	155388.2832	1	3	11	6	10	79	14.00563499	25.14648101
258	258		BOSTON	18	2	1	66	11	13	1	0	21.00845249	22.91831181	0	48	1844.561178	95639.41757	2	1	18	11	13	66	22.91831181	21.00845249
259	259	1	BOSTON	23	3	3	82	9	12		48.467821	26.10141067	29.28450953	2	46	2221.16526	106874.543	3	3	23	9	12	82	29.28450953	26.10141067
260	260		BOSTON	17	2	2	82	13	11		89.74612383	26.10141067	21.64507226	3	48	1412.536275	86577.15787	2	2	17	13	11	82	21.64507226	26.10141067
261	261		BOSTON	19	3	2	80	12	12		110.8237747	25.46479089	24.19155135	3	48	1461.957728	70110.9879	3	2	19	12	12	80	24.19155135	25.46479089
262	262	1	BOSTON	20	3	3	75	12	12		42.42103091	23.87324146	25.46479089	2	48	1835.651114	122108.6831	3	3	20	12	12	75	25.46479089	23.87324146
263	263		BOSTON	20	3	2	76	11	13		32.8532056	24.19155135	25.46479089	1	47	1299.808549	78835.17187	3	2	20	11	13	76	25.46479089	24.19155135
264	264		BOSTON	22	3	5	97	12	14		24.48010795	30.87605896	28.01126998	1	45	1467.290608	105799.7013	3	5	22	12	14	97	28.01126998	30.87605896
265	265		BOSTON	28	2	4	104	10	13	1	47.06325817	33.10422816	35.65070725	2	45	1562.659713	110064.1227	2	4	28	10	13	104	35.65070725	33.10422816
266	266		BOSTON	25	1	4	118	10	13	1	205.130219	37.56056657	31.83098862	4	45	973.2758693	50504.27233	1	4	25	10	13	118	31.83098862	37.56056657
267	267		BOSTON	26	1	4	113	9	14		292.9469612	35.96901714	33.10422816	3	45	901.0066694	26523.45086	1	4	26	9	14	113	33.10422816	35.96901714
268	268	1	BOSTON	19	3	3	79	11	12		299.3358377	25.14648101	24.19155135	9	47	1630.541806	77872.04224	3	3	19	11	12	79	24.19155135	25.14648101
269	269	1	BOSTON	20	4	4	80	11	12		296.2119698	25.46479089	25.46479089	8	47	1551.642525	69949.58678	4	4	20	11	12	80	25.46479089	25.46479089
270	270		BOSTON	22	4	6	83	11	13		0	26.41972055	28.01126998	0	47	1508.246668	62632.92419	4	6	22	11	13	83	28.01126998	26.41972055
271	271		BOSTON	23	5	6	91	12	13		0	28.96619964	29.28450953	0	47	1855.107577	171830.1219	5	6	23	12	13	91	29.28450953	28.96619964
272	272		BOSTON	20	2	5	118	13	13		0	37.56056657	25.46479089	0	45	1595.426901	103811.5559	2	5	20	13	13	118	25.46479089	37.56056657
273	273		BOSTON	22	1	4	139	15	15		83.10398051	44.24507418	28.01126998	2	45	1123.583109	62331.26486	1	4	22	15	15	139	28.01126998	44.24507418
274	274		BOSTON	22	3	8	107	12	13		0	34.05915782	28.01126998	0	46	1421.345489	104407.5037	3	8	22	12	13	107	28.01126998	34.05915782
275	275		BOSTON	19	3	4	142	14	15		67.47416677	45.20000384	24.19155135	1	45	867.8196122	38384.88468	3	4	19	14	15	142	24.19155135	45.20000384
276	276		BOSTON	18	1	4	143	17	14		64.47153975	45.51831372	22.91831181	1	45	1271.094672	40172.58034	1	4	18	17	14	143	22.91831181	45.51831372
277	277		BOSTON	17	1	3	150	15	16	2	11.14585519	47.74648293	21.64507226	1	44	2215.260097	232372.3093	1	3	17	15	16	150	21.64507226	47.74648293
278	278		BOSTON	17	1	6	126	15	14		21.38309256	40.10704566	21.64507226	1	44	1520.989162	121123.1773	1	6	17	15	14	126	21.64507226	40.10704566
279	279	1	BOSTON	31	9	5	100	13	10		31.66773591	31.83098862	39.47042589	2	47	1786.099088	163572.6733	9	5	31	13	10	100	39.47042589	31.83098862
280	280	3	BOSTON	36	9	7	104	14	12	1	111.7139147	33.10422816	45.83662361	8	47	1837.513815	185472.9104	9	7	36	14	12	104	45.83662361	33.10422816
281	281		BOSTON	35	8	7	93	14	12	2	0	29.60281942	44.56338407	0	47	1358.516551	93380.63306	8	7	35	14	12	93	44.56338407	29.60281942
282	282		BOSTON	40	6	7	95	13	12	2	39.66568436	30.23943919	50.92958179	1	46	1151.756069	65295.43489	6	7	40	13	12	95	50.92958179	30.23943919
283	283		BOSTON	24	7	4	102	12	8		0	32.46760839	30.55774907	0	47	970.0668833	45931.18962	7	4	24	12	8	102	30.55774907	32.46760839
284	284	3	BOSTON	25	7	4	107	13	9		277.3015969	34.05915782	31.83098862	5	47	1165.589621	46699.84124	7	4	25	13	9	107	31.83098862	34.05915782
285	285	3	BOSTON	25	7	6	112	13	10		535.7323982	35.65070725	31.83098862	7	47	797.637619	33841.36713	7	6	25	13	10	112	31.83098862	35.65070725
286	286	2	BOSTON	29	8	7	120	13	11	3	138.5933169	38.19718634	36.9239468	5	46	1448.303151	93438.42002	8	7	29	13	11	120	36.9239468	38.19718634
287	287	1	BOSTON	27	8	6	123	14	9	1	163.3551087	39.152116	34.37746771	3	46	1107.281776	47564.86892	8	6	27	14	9	123	34.37746771	39.152116
288	288		BOSTON	25	3	9	113	13	13	2	94.46900294	35.96901714	31.83098862	3	45	1206.019811	82248.82331	3	9	25	13	13	113	31.83098862	35.96901714
289	289		BOSTON	23	1	7	120	13	11		125.4160034	38.19718634	29.28450953	7	45	1735.094977	144558.2404	1	7	23	13	11	120	29.28450953	38.19718634
290	290	1	BOSTON	25	1	5	129	18	13		136.9493922	41.06197532	31.83098862	4	44	1843.271313	75648.0352	1	5	25	18	13	129	31.83098862	41.06197532
291	291		BOSTON	30	3	7	120	13	10		93.1102452	38.19718634	38.19718634	9	46	2262.621645	250347.241	3	7	30	13	10	120	38.19718634	38.19718634
292	292		BOSTON	33	8	8	110	12	10	1	114.3546479	35.01408748	42.01690498	5	46	1520.718761	113243.6748	8	8	33	12	10	110	42.01690498	35.01408748
293	293	1	BOSTON	32	8	3	128	13	8		92.68576376	40.74366543	40.74366543	6	46	1947.908125	167662.5194	8	3	32	13	8	128	40.74366543	40.74366543
294	294	1	BOSTON	31	4	5	114	12	9		47.96499444	36.28732702	39.47042589	6	46	2883.878864	323984.7902	4	5	31	12	9	114	39.47042589	36.28732702
295	295	1	BOSTON	42	2	2	123	11	8		15.73649787	39.152116	53.47606088	1	46	2590.721456	164584.7845	2	2	42	11	8	123	53.47606088	39.152116
296	296		BOSTON	34	2	1	107	10	8		36.15439194	34.05915782	43.29014452	3	46	2979.867585	214910.6627	2	1	34	10	8	107	43.29014452	34.05915782
297	297		BOSTON	26	1	0	98	11	5		23.14728788	31.19436885	33.10422816	2	46	2169.591969	223783.2893	1	0	26	11	5	98	33.10422816	31.19436885
298	298		BOSTON	34	2	0	124	11	6		25.07767573	39.47042589	43.29014452	1	46	1704.877148	103278.6347	2	0	34	11	6	124	43.29014452	39.47042589
299	299		BOSTON	31	2	0	117	10	4		161.0608748	37.24225668	39.47042589	15	46	2263.676767	241212.0368	2	0	31	10	4	117	39.47042589	37.24225668
300	300		BOSTON	18	0	0	91	4	1		0	28.96619964	22.91831181	0	46	1964.560778	190813.9259	0	0	18	4	1	91	22.91831181	28.96619964
301	301	1	BOSTON	33	3	1	119	11	6		206.986869	37.87887646	42.01690498	12	47	1548.442331	150153.7632	3	1	33	11	6	119	42.01690498	37.87887646
302	302		BOSTON	14	1	0	73	4	1		24.59956872	23.23662169	17.82535363	6	45	4220.430825	631715.4923	1	0	14	4	1	73	17.82535363	23.23662169
303	303		BOSTON	39	1	0	93	6	1		90.76829654	29.60281942	49.65634224	9	46	1945.071222	256806.549	1	0	39	6	1	93	49.65634224	29.60281942
304	304		BOSTON	54	2	0	107	6	1		158.6364921	34.05915782	68.75493542	14	47	2371.336773	228571.8314	2	0	54	6	1	107	68.75493542	34.05915782
305	305	1	BOSTON	38	2	0	83	5	0		45.01174653	26.41972055	48.3831027	7	46	2783.428146	402781.8996	2	0	38	5	0	83	48.3831027	26.41972055
306	306	1	BOSTON	1	0	0	16	2	1	1	2.870029614	5.092958179	1.273239545	2	43	6011.217434	1804851.14	0	0	1	2	1	16	1.273239545	5.092958179
307	307	1	BOSTON	14	1	0	52	3	1		55.35373158	16.55211408	17.82535363	9	46	2562.536494	421107.8879	1	0	14	3	1	52	17.82535363	16.55211408
308	308	1	BOSTON	18	2	0	62	5	0		76.44841998	19.73521294	22.91831181	11	46	2435.68936	372667.8618	2	0	18	5	0	62	22.91831181	19.73521294
309	309		BOSTON	11	0	0	41	4	0		13.06327946	13.05070533	14.00563499	2	41	3053.394568	396529.5418	0	0	11	4	0	41	14.00563499	13.05070533
310	310		BOSTON	7	1	0	28	3	0		0	8.912676813	8.912676813	0	37	4986.620492	1023199.367	1	0	7	3	0	28	8.912676813	8.912676813
311	311		BOSTON	9	0	0	40	3	0		78.48614986	12.73239545	11.4591559	7	33	2502.335768	230995.1094	0	0	9	3	0	40	11.4591559	12.73239545
312	312		BOSTON	26	2	2	155	12	13		64.80177	49.33803236	33.10422816	3	44	1937.932933	119903.5818	2	2	26	12	13	155	33.10422816	49.33803236
313	313		BOSTON	31	4	3	156	12	11		51.39605084	49.65634224	39.47042589	4	44	1961.74945	201570.9821	4	3	31	12	11	156	39.47042589	49.65634224
314	314		BOSTON	44	7	1	166	11	7		42.33916245	52.83944111	56.02253997	3	44	1711.655548	183517.195	7	1	44	11	7	166	56.02253997	52.83944111
315	315	1	BOSTON	43	7	1	144	10	4		47.33211017	45.83662361	54.74930042	2	44	1503.323182	109438.9454	7	1	43	10	4	144	54.74930042	45.83662361
316	316		BOSTON	52	5	0	146	9	1		47.94644594	46.47324338	66.20845633	6	45	2519.9804	324110.1266	5	0	52	9	1	146	66.20845633	46.47324338
317	317		BOSTON	44	1	0	136	10	1		92.55023514	43.29014452	56.02253997	14	45	2693.881806	391785.4286	1	0	44	10	1	136	56.02253997	43.29014452
318	318		BOSTON	40	1	0	124	10	1		20.4946831	39.47042589	50.92958179	1	43	1727.199933	126373.6598	1	0	40	10	1	124	50.92958179	39.47042589
319	319	1	BOSTON	39	2	0	120	7	0		135.3995168	38.19718634	49.65634224	10	42	1937.813825	191284.8857	2	0	39	7	0	120	49.65634224	38.19718634
320	320	1	BOSTON	31	1	2	130	11	13		69.04360445	41.3802852	39.47042589	3	44	1565.372843	112537.0611	1	2	31	11	13	130	39.47042589	41.3802852
321	321		BOSTON	34	1	2	126	15	11		46.56607687	40.10704566	43.29014452	4	44	2276.915105	222478.5324	1	2	34	15	11	126	43.29014452	40.10704566
322	322		BOSTON	38	2	0	124	8	6		159.4251425	39.47042589	48.3831027	14	45	2417.442919	227441.1236	2	0	38	8	6	124	48.3831027	39.47042589
323	323		BOSTON	40	1	0	140	10	3		90.38838193	44.56338407	50.92958179	16	45	2756.303002	458463.8964	1	0	40	10	3	140	50.92958179	44.56338407
324	324		BOSTON	21	1	1	121	11	10	1	90.10740702	38.51549623	26.73803044	6	45	2559.486353	172460.0582	1	1	21	11	10	121	26.73803044	38.51549623
325	325		BOSTON	34	0	1	120	7	9		40.35029484	38.19718634	43.29014452	5	45	2411.563829	320937.9411	0	1	34	7	9	120	43.29014452	38.19718634
326	326		BOSTON	20	0	0	141	6	1		51.75379548	44.88169395	25.46479089	6	45	2374.645873	300266.4542	0	0	20	6	1	141	25.46479089	44.88169395
327	327		BOSTON	24	1	0	143	7	1		27.27127512	45.51831372	30.55774907	2	45	1968.662677	189942.575	1	0	24	7	1	143	30.55774907	45.51831372
328	328		BOSTON	34	1	0	152	10	1		84.60908485	48.3831027	43.29014452	10	46	2729.10386	306112.2945	1	0	34	10	1	152	43.29014452	48.3831027
329	329		BOSTON	35	1	0	145	9	0		123.1475211	46.1549335	44.56338407	15	46	2591.902338	315473.8424	1	0	35	9	0	145	44.56338407	46.1549335
